Date,AAPL,AMD,BAC,BRCD,CHK,CMCSA,CSCO,F,FHN,GE,INTC,JPM,MSFT,MU,RAD,SIRI,T,TEVA,VALE,VZ,WFC,WFT
2011-10-31,51.836906,5.83,6.429739,4.122878,25.06267,10.202614,15.482738000000001,9.204099000000001,6.359334,13.625926999999999,20.024483,29.564589,22.506636,5.59,1.16,1.739465,21.505175,34.346573,19.961302,28.103647,21.774479,15.5
2011-11-01,50.777836,5.3,6.024939,3.925204,24.064442,9.998128999999999,14.697315,8.731283,5.940837999999999,13.063279,19.502245000000002,27.820997,21.965734,5.29,1.12,1.681159,21.057613,32.858368,19.332848000000002,27.716070000000002,20.816437,15.06
2011-11-02,50.893097,5.46,6.326186,4.226419,24.964624,10.015532,14.914564000000002,8.786447,6.2046730000000005,13.250827,19.461447,28.611994,21.982637,5.43,1.14,1.632571,21.336422,33.430107,19.717773,27.966853999999998,21.390678,15.54
2011-11-03,51.61792,5.73,6.505051,4.301723,25.873724,10.146054,15.190295,8.92041,6.513998,13.593310999999998,19.922461,29.241390000000003,22.422119,5.84,1.13,1.603418,21.600561,35.145321,20.220537,28.460835999999997,21.796034,16.139999
2011-11-04,51.255497,5.67,6.109665000000001,4.339375,24.126829,9.898058,15.064959,8.881011,6.45941,13.364988,19.543764000000003,28.892670000000003,22.185472,5.89,1.1,1.632571,21.395123,34.413834,20.519053,28.248045,21.449799,16.18
2011-11-07,51.190201,5.68,6.072008,4.4146790000000005,23.921833,9.854548,15.048253,8.841610000000001,6.604974,13.364988,19.988319,29.122314000000003,22.650312,5.85,1.11,1.652006,21.600561,35.07806,20.676168,28.377240999999998,21.46669,16.67
2011-11-08,52.022597999999995,5.75,6.14732,4.339375,24.144652999999998,9.902408,15.298917999999999,9.148936,6.786929,13.438379000000001,20.375242,29.785734,22.954570999999998,5.91,1.13,1.700595,21.615234,35.027618,20.794004,28.514035999999997,22.404057,16.75
2011-11-09,50.620323,5.38,5.799004,4.113462999999999,22.789913000000002,9.402068,14.714032000000001,8.699765,6.341139,12.924655,19.626093,27.676401000000002,22.143221,5.35,1.15,1.5937,21.211691000000002,34.299862,19.780622,28.035259000000003,21.103561,15.19
2011-11-10,49.332012,5.66,5.676622,4.245246,22.763178,9.645713,15.549575,8.660364,6.523095,13.095894,19.807213,27.846518,22.210831,5.18,1.2,1.6422889999999999,21.395123,34.308323,19.961302,28.369640000000004,21.179564000000003,15.62
2011-11-11,49.255179999999996,5.95,5.846074,4.4146790000000005,23.574238,9.797991,15.892152,8.778566,6.705049000000001,13.291601000000002,20.457569,28.305799,22.74328,5.43,1.33,1.652006,21.585886,34.249148999999996,20.416929,28.514035999999997,21.660919,16.08
2011-11-14,48.56876,5.79,5.69545,4.386439,22.879042000000002,9.663117,15.825313000000001,8.684005,6.4867040000000005,13.128514000000001,20.276453,27.68491,22.616507000000002,5.35,1.28,1.632571,21.417131,34.080109,20.228395000000003,28.118853,21.196448999999998,16.07
2011-11-15,49.794319,5.76,5.770762,4.555873,22.700789999999998,9.702273,15.975710000000001,8.5658,6.4958,13.210057,20.860955999999998,27.812492,22.769781,5.46,1.28,1.6422889999999999,21.461157,34.147724,20.432642,28.301246999999996,21.356903,15.94
2011-11-16,49.274384000000005,5.68,5.554241,4.631176,22.691874,9.358562,15.708332999999998,8.321516,6.4412139999999996,13.006199,20.531660000000002,26.766331,22.199263000000002,6.74,1.19,1.613135,21.116316,33.83498,20.024145,27.852867,21.061335,16.030001000000002
