Date,A,AFB,AVB,BANC,BFK,BLL,BT,CIR,CNI,DEI,E,EIX,GME,HQH,KO,LEN,MMM,MSI,MYJ,NOM,OLP,PBT,PHI,PPR,PWR,REX,SNP,SSW,SWK,TLRD,VALE,WRE,ZBH
2007-01-23,22.081064,7.8353399999999995,96.19397,18.603567,8.623432000000001,10.245811999999999,19.437089999999998,33.404003,18.674419,19.531528,34.22633,32.072155,21.161396,6.478505999999999,17.280821,46.781521000000005,59.370979000000005,63.19725,8.120953,9.577501,9.695765,7.240697,25.636768,3.474596,19.9,18.01,44.604397,11.516841000000001,40.9039,33.849773,11.147849,22.970865,74.749359
2007-01-24,22.013552,7.861064999999999,98.039215,18.576647,8.594166,10.261596,19.452818,34.545933000000005,18.513,19.58239,34.368590999999995,32.093925,21.485058,6.57892,17.284412,47.124203,59.852897999999996,63.333649,8.11561,9.577501,9.557544,7.1813839999999995,26.372593,3.488895,20.940001000000002,17.98,44.808765,11.359873,41.20985,34.128665999999996,11.368698,23.559425,75.072014
2007-01-25,21.642277,7.778753999999999,97.932243,18.657393,8.579531,10.36534,19.213745,33.250477000000004,18.488167,19.9021,33.799549,32.173809000000006,20.675902999999998,6.482227,17.216179,45.595295,59.491478,63.401855000000005,8.067528999999999,9.589339,9.614459,7.1403229999999995,25.810183,3.517492,20.719998999999998,17.66,42.841675,11.645771,40.42205,34.05695,11.127463,23.902276999999998,74.53110500000001
2007-01-26,21.851545,7.814764,98.139503,18.717942999999998,8.686836999999999,10.435253999999999,18.996691000000002,33.826252000000004,18.194311,19.727715,33.894394,32.35535,20.132614,6.619828999999999,17.176678,45.437126,59.250542,62.68565400000001,8.110266000000001,9.689967999999999,9.541286,7.195075999999999,25.514908,3.527025,20.91,17.799999,42.902992,11.485988,42.502438,34.152569,11.212405,24.022264,74.711411
2007-01-29,21.595026,7.8404869999999995,97.430817,18.576647,8.730738,10.471339,18.990406,33.903011,18.343309,19.83671,33.704716,32.427956,20.452420999999998,6.619828999999999,17.133577,45.621655,59.453838,62.446915000000004,8.094238,9.571579,9.764876,7.1725710000000005,24.830641,3.527025,20.82,17.389999,42.330746000000005,11.59555,42.479485,34.160548999999996,11.025530999999999,24.182264,76.039955
2007-01-30,21.601772,7.8404869999999995,99.055428,18.603567,8.784386,10.336022,19.056465,33.778255,18.351582,19.785849,34.020844,32.914436,20.321417,6.530572,17.169497,45.542568,56.246219999999994,66.778313,8.078213,9.565661,9.703899,7.282780000000001,25.097786,3.512728,20.799999,16.41,43.817558,11.431204,42.915447,34.16851,11.079895,24.3594,80.537987
2007-01-31,21.601772,7.871353999999999,99.189163,18.603567,8.735613,10.446530000000001,19.201166,34.632309,18.910324,19.880302,33.968163,32.660294,20.587278,6.582638,17.194633,47.783226,55.945023,67.699158,8.056835000000001,9.476871000000001,9.838055,7.3011479999999995,24.661913000000002,3.527025,20.57,16.48,42.739487,11.485988,43.795006,34.216316,11.528391000000001,24.427969,79.921181
2007-02-01,21.73004,7.876503,98.199669,18.670842999999998,8.730738,10.500657,19.210601999999998,35.025742,19.320068,20.149155,34.205246,32.914436,20.745262,6.601233000000001,17.273634,48.488258,55.711613,68.040199,8.014099,9.518310000000001,9.878707,7.259825,24.793142,3.527025,21.0,16.200001,42.601535999999996,11.700550999999999,44.468075,35.3797,11.586149,24.416544000000002,78.85835300000001
2007-02-02,21.338503,7.8919369999999995,97.337227,18.704487,8.701474000000001,10.536743,19.207458,35.256062,19.104855999999998,20.926638,33.852242,32.987038,20.768372,6.597515,17.323915,49.448848999999996,55.621262,67.699158,7.987388,9.601179,9.94375,7.209308999999999,24.511932,3.527025,20.98,17.120001000000002,42.228561,11.805552,45.087608,34.917545000000004,11.55897,24.570833,78.52619200000001
2007-02-05,21.487015,7.871353999999999,97.551147,18.738131,8.681965,10.455554,19.650993,34.018158,18.959995000000003,20.853979000000002,34.026119,33.248455,20.421595,6.545448,17.201815,48.902466,55.666419999999995,67.767349,7.982041000000001,9.607095,10.232388,7.227681,24.511932,3.512728,20.790001,17.299999,42.162136,11.82381,44.131546,35.108784,11.55897,24.250835000000002,79.494141
2007-02-06,21.601772,7.8867899999999995,99.035393,18.704487,8.725859,10.49615,19.805134,34.737869,18.906193,20.919370999999998,33.968163,33.459019,20.321417,6.612389,17.255679999999998,48.761459,55.922447,67.289864,8.014099,9.607095,10.073841999999999,7.1955350000000005,24.835323000000002,3.517492,21.139999,17.5,42.151924,11.800982000000001,44.491023999999996,35.547043,11.769627,24.570833,79.702911
2007-02-07,21.986553,7.910563000000001,99.296127,18.778502,8.701474000000001,10.430742,19.691887,35.236839,18.66614,20.897575,33.857513,33.386417,20.695168,6.597515,17.248499,48.523514,56.208565,67.903778,8.051499,9.607095,10.134821,7.117476,24.465069,3.503194,21.26,17.49,42.167248,11.810121,44.429836,35.323917,11.524992,24.570833,80.76574699999999
2007-02-08,22.054057999999998,7.900218,98.78130300000001,18.664114,8.681965,10.381127000000001,19.751656,34.757065000000004,18.732363,21.079231,34.031384,33.371887,20.517923,6.5863570000000005,17.18745,47.183952000000005,56.201027,67.733246,8.094238,9.470949000000001,10.256781,7.117476,24.085442,3.516626,21.25,17.450001,42.775257,11.723375,44.246265,35.3797,11.453643,24.330826000000002,80.746773
2007-02-09,22.04731,7.9053889999999996,97.60462199999999,18.664114,8.667325,10.299935000000001,19.676160999999997,33.672714,18.732363,20.708652,33.720524,33.517117,20.625813,6.57148,17.151535,46.452484000000005,56.125751,66.744194,8.094238,9.470949000000001,10.21613,7.076149000000001,24.015135,3.5406160000000004,20.93,17.25,42.141705,11.860331,43.596169,34.710373,11.304143,24.153696,79.484657
2007-02-12,22.000061,7.884721000000001,95.605621,18.603567,8.681965,10.279639,19.550337,33.691897999999995,18.82341,20.236349,33.446533,33.553421,20.437006,6.593796,17.209,45.985409000000004,56.163361,65.277664,8.083554,9.476871000000001,10.029119999999999,7.021041,23.987017,3.55021,20.68,17.049999,42.013969,11.800982000000001,43.198437,34.479279,11.205608999999999,24.170834,79.000679
2007-02-13,22.263320999999998,7.900218,97.617981,18.603567,8.722633,10.511938,19.462254,34.027763,19.253853,20.367142,34.015575,33.662323,20.660492,6.657019,17.313141,46.496552,57.548836,65.959763,8.071753999999999,9.512519000000001,9.801464,7.0715520000000005,23.991699,3.5550089999999996,21.0,18.09,42.300095,11.796421,43.374352,35.244251,11.88515,24.685114000000002,79.88323199999999
2007-02-14,22.236328,7.9053889999999996,96.789024,18.865965,8.791238,10.548017999999999,19.575499,33.404003,19.378017,20.170959,33.962883000000005,33.945507,20.776081,6.7574320000000005,17.194633,46.478924,57.85757099999999,65.516403,8.044934,9.512519000000001,10.020988000000001,7.0669580000000005,24.84001,3.526222,21.5,17.780001000000002,42.151924,11.892287,43.886795,35.690475,12.156964,24.456543,80.30076600000001
2007-02-15,22.837126,7.931228999999999,97.60462199999999,18.805410000000002,8.742239,10.536743,19.597517,33.883812,19.527008,20.526991,34.036652000000004,33.727688,20.702873,6.7685889999999995,17.183857,46.884322999999995,57.910263,65.618713,8.071753999999999,9.506577,10.163278,6.961345,24.896252,3.5406160000000004,21.77,17.879998999999998,42.269432,12.038374000000001,44.047413,35.459385,12.272489,24.62796,80.509529
2007-02-16,22.121567000000002,7.941555999999999,96.96949000000001,18.704487,8.717735000000001,10.509681,19.496857000000002,33.979774,19.299385,20.570601,33.815360999999996,33.749474,20.706728,6.794623,17.19104,46.67281,57.85757099999999,65.68695100000001,8.077110000000001,9.524402,10.094166,6.906242,24.858757,3.545411,21.76,17.75,42.381832,11.805552,43.634392,35.140659,12.197739,24.222263,80.58543399999999
2007-02-20,21.93255,7.951894,98.08602900000001,18.738131,8.712835,10.581847,19.317554,33.883812,19.154516,21.050161,33.320099,33.909206,20.77223,6.787037,17.158716000000002,46.804996,57.66177,65.37996700000001,8.087845,9.536286,10.163278,6.837363000000001,25.196207,3.545411,22.25,17.9,42.10083,11.933374,44.001507000000004,35.531113,12.350634,24.3594,82.359993
2007-02-21,22.108068,7.9157210000000005,97.24363699999999,18.765041,8.673632000000001,10.663041,19.072195,33.922195,19.394575,20.890304999999998,33.246326,33.567928,21.315523000000002,6.760496000000001,17.083307,46.443672,57.760296,64.45914499999999,8.034215,9.536286,10.15921,6.809813,25.050919,3.564602,22.25,17.790001,43.301521,11.933374,44.292156,35.754219,12.578279,24.393684,81.705223
2007-02-22,22.276831,7.931228999999999,96.414574,18.839056,8.639330000000001,10.584100999999999,18.858288,34.401989,19.229021,20.650526,33.362246999999996,33.509853,20.926357,6.711206,16.986341,45.791523,57.85121899999999,64.663765,8.050297,9.595704,10.138885,6.952164999999999,24.994675,3.55021,23.01,17.879998999999998,44.078140000000005,11.9562,44.078003,35.817963,12.605459,24.267977,81.581848
2007-02-23,22.459095,7.936395,94.38879399999999,18.886152,8.600131,10.644996,19.034443,34.766644,19.208326,20.468874,32.830093,34.105259000000004,20.741405,6.711206,16.971975,44.919064,57.74511700000001,65.311775,8.023487,9.684825,10.130755,6.97053,25.139963,3.55021,23.620001000000002,17.48,43.60297,11.97446,44.070362,35.722347,12.466158,23.805126,81.14534
2007-02-26,22.465847,7.972561,93.59992199999999,18.892878,8.649131,10.642741000000001,18.987254999999998,34.747459,19.175217,20.454332,33.557190000000006,34.896709,20.568014,6.714997,17.137175,44.936684,57.676933,65.65284,8.109296,9.785836,9.972206,6.9571320000000005,25.261824,3.569401,23.68,16.82,43.761364,11.787286,44.146858,35.642672999999995,12.534108999999999,23.673707999999998,81.01248199999999
2007-02-27,21.676029,7.9777309999999995,90.17684200000001,18.839056,8.600131,10.303728,18.075012,33.154507,18.484032,20.06196,32.3717,34.00359,20.090227,6.559539,16.659546,43.711681,56.44944399999999,63.435986,8.136116000000001,9.934374,9.793336,6.772348,22.215408,3.545411,22.68,16.9,40.491386,11.440337,42.380043,35.029099,11.215800999999999,22.930866,79.465675
2007-02-28,21.433004,7.998394,91.828201,18.731403,8.605025,10.468717,18.270046,33.068153,18.107397,20.127357,32.271603000000006,34.127033000000004,20.182701,6.559539,16.763685,43.350376000000004,56.131206999999996,63.163146999999995,8.146841,9.863071000000001,9.960011,6.823167,22.955923000000002,3.55021,23.18,16.73,40.695763,11.654897,42.502438,35.220333000000004,11.586149,22.839443,79.96862800000001
2007-03-01,21.22374,8.008732,89.635307,18.670842999999998,8.609929,10.391872,17.964918,33.154507,18.198454,20.134621,32.139874,34.54818,20.101784,6.521626,16.706229999999998,43.403244,55.812965000000005,64.220421,8.157567,9.863071000000001,9.72829,6.735391,22.707523000000002,3.5358169999999998,23.42,15.65,39.495071,11.499682,42.456539,34.989258,11.382289,22.816589,79.636505
2007-03-02,20.737705,8.029399,87.77667199999999,18.670842999999998,8.649131,10.292428999999998,17.810774,32.626732000000004,18.173617999999998,19.996569,31.839552,34.352127,19.762711,6.430624,16.479988,42.918533000000004,55.320465000000006,63.572399,8.179021,9.821486,9.66731,6.721533999999999,22.876244,3.5550089999999996,22.379998999999998,15.5,38.856411,11.581858,41.599911,34.120708,11.110475,22.050888,79.627022
2007-03-05,20.717454999999998,8.05523,83.878883,18.670842999999998,8.614825999999999,10.174902000000001,17.417568,32.108543,18.049454,19.262678,31.728903000000003,34.424751,19.701054,6.23346,16.623634,41.464401,55.441689000000004,63.094921,8.146841,9.821486,9.594135000000001,6.421258,21.995123,3.531019,21.67,15.18,37.257191,11.075122,40.800059999999995,33.650558000000004,10.821671,21.050913,78.905777
2007-03-06,20.81196,8.024229,86.900818,18.670842999999998,8.600131,10.249492,17.942895999999998,33.096931,18.078424,19.458868,32.440205,35.121811,19.955368,6.373749,16.853468,42.213512,55.66901,64.254517,8.141478999999999,9.738299000000001,9.98034,6.504412,22.496609,3.5358169999999998,22.870001000000002,15.72,38.565174,11.339901,42.753529,34.120708,11.596344,21.845179,79.494141
2007-03-07,20.77821,8.027346000000001,85.389847,18.320976,8.600131,10.192983,18.008948999999998,32.528217,18.110844,19.197281,32.498154,35.107292,19.959219,6.339625,16.788828,42.521969,55.919033,64.83429,8.168294,9.952199,9.964080000000001,6.545989,22.54348,3.516626,24.02,16.120001000000002,38.422123,11.412941,43.030421999999994,34.503189,11.643913000000001,21.519479999999998,79.28538499999999
2007-03-08,21.42626,8.001399000000001,86.47964499999999,18.004755,8.629527000000001,10.342153,18.27319,33.248726,18.447457999999997,19.48793,32.619331,35.303329,20.714434,6.4230410000000004,16.932478,42.9538,56.464581,63.53828000000001,8.195113000000001,10.100741000000001,10.049451,6.444357,22.496609,3.5480050000000003,24.07,16.389999,39.571712,11.467727,43.522625,37.738354,11.650708,21.793754999999997,80.500031
2007-03-09,21.43976,8.011778999999999,87.636261,17.722166,8.639330000000001,10.373791,18.307795000000002,33.690624,18.497326,19.887575,32.635139,35.53569,20.883966,6.4230410000000004,17.083307,42.521969,56.623726,62.99260699999999,8.152201,10.136393,10.114493,6.476693,22.641901,3.53835,24.17,15.97,40.082638,11.609242,43.376499,38.128807,11.878351,21.936602,80.28177600000001
2007-03-12,21.696282999999998,7.9910190000000005,87.810089,17.728895,8.707933,10.385092,18.27319,33.469677000000004,18.530571,19.887575,32.524506,35.586514,21.126719,6.419247,17.219772,40.450932,56.957115,63.231354,8.152201,9.993791,10.183605,6.467455,22.782515,3.5480050000000003,24.459999,15.02,40.297234,11.778159,43.530319,38.375834999999995,12.109396,22.042313,80.97451
2007-03-13,21.379007,8.016964,84.87505300000001,17.715345000000003,8.650336,10.174902000000001,17.870548,32.643501,18.065132000000002,19.618719,31.966,34.649845,20.776081,6.32446,17.020847,38.62669,56.654030000000006,62.376408,8.226500999999999,9.927016,10.0901,6.361205,21.971693,3.533521,23.950001,15.16,38.892174,11.718812,42.730472999999996,37.483368,11.609936,21.632193,80.594925
2007-03-14,21.601772,8.006585000000001,85.991577,17.518887,8.719257,10.29695,17.974352,33.027775,17.944611,19.546060999999998,32.108269,35.114544,20.525631,6.3320419999999995,17.013607,39.816418,57.434467000000005,62.92356899999999,8.172663,9.915094,9.960011,6.347341,22.341951,3.528696,24.32,15.1,39.249825,11.695985,41.876778,37.204468,11.919128,22.019205,81.11685200000001
